Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags,Price_EUR,Tag_Region,Rating,Unit,Section,ComplexList
Birdhill House and Gardens,"
https://airbnb.com/h/tipperarycountryhouseandgardens",3.53831E+11,-7.7310309,52.3491795,Tipperary,Clonmel,Republic of Ireland,"B&B,Welcome Standard",1046,"B&B,Welcome Standard_Tipperary",1,Blk,11,"[7, 4, 9, 6]"
Tubbrid Castle,https://www.tubbridcastle.com/stay,,-7.479059,52.7126984,Kilkenny,Urlingford,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",970,"Self Catering Accommodation,Welcome Standard_Kilkenny",1,Lot,97,"[5, 3]"
The Getaway,https://www.thegetaway.ie,3.53874E+11,-7.6079951,52.1331447,Waterford,Dungarvan,Republic of Ireland,"Camping,Welcome Standard,Glamping",841,"Camping,Welcome Standard,Glamping_Waterford",4,Blk,16,"[9, 2]"
The Lodge Doolin,http://www.doolinlodge.com,3.53872E+11,-9.380617451,53.01392711,Clare,Doolin,Republic of Ireland,"B&B,Welcome Standard",925,"B&B,Welcome Standard_Clare",4,Zone,86,"[2, 8]"
Silken Thomas Accommodation,https://www.silkenthomas.com,+353(0)45522232,-6.908426245,53.15686081,Kildare,Kildare Town,Republic of Ireland,"B&B,Welcome Standard",913,"B&B,Welcome Standard_Kildare",4,Sect,43,"[8, 4, 1, 3]"
Maldron Hotel Sandy Road Galway,https://www.maldronhotelsandyroadgalway.com/,35391513200,-9.045080085,53.28592383,Galway,Galway City,Republic of Ireland,Hotel,699,Hotel_Galway,4,Zone,31,"[5, 2]"
Ballyrafter House Hotel,,3535854002,-7.929180435,52.14600656,Waterford,Lismore,Republic of Ireland,Hotel,649,Hotel_Waterford,5,Div,8,"[3, 3, 9, 5, 1]"
Seaview House Hotel,https://seaviewhousehotel.com/,3532750073,-9.43646672,51.72220008,Cork,Ballylickey,Republic of Ireland,Hotel,752,Hotel_Cork,4,Sect,67,"[2, 7, 5]"
Harbour House B&B,http://www.harbourhousebb.ie,3.53539E+11,-6.229280279,52.64458283,Wexford,Gorey,Republic of Ireland,"B&B,Welcome Standard",873,"B&B,Welcome Standard_Wexford",3,Sect,72,"[9, 7, 3, 2]"
Avarest,,35361360278,-8.843797,52.715778,Clare,Bunratty,Republic of Ireland,B&B,696,B&B_Clare,5,Lot,47,"[4, 3, 8, 9]"
Innisfree,,35361369773,-8.8084,52.710139,Clare,Bunratty,Republic of Ireland,B&B,664,B&B_Clare,2,Sect,81,"[6, 9, 0]"
Ballyvaughan Cottages,https://www.ballyvaughan-cottages.com/,3.53872E+11,-9.14874567,53.11570569,Clare,Ballyvaughan,Republic of Ireland,Self Catering Accommodation,1112,Self Catering Accommodation_Clare,1,Div,32,"[7, 4, 7]"
Station House,https://station-house.ie/,3.53657E+11,-9.287932,52.936561,Clare,Ennistymon,Republic of Ireland,B&B,825,B&B_Clare,4,Zone,55,"[0, 4, 4]"
Cluain Raite,https://rentacottage.ie/irish-properties/bunratty-west-holiday-homes-1-28,35361411109,-8.81978,52.698871,Clare,Bunratty,Republic of Ireland,Self Catering Accommodation,951,Self Catering Accommodation_Clare,2,Sect,29,"[1, 1, 1, 5, 9]"
Cois Farraige,,+353(0)657081580,-9.3491,52.924634,Clare,Lahinch,Republic of Ireland,B&B,914,B&B_Clare,5,Zone,58,"[8, 8, 6, 6]"
The Burren Hostel,https://www.sleepzone.ie/the-burren-hostel,3.53657E+11,-9.293479,53.028855,Clare,Lisdoonvarna,Republic of Ireland,Hostel,1041,Hostel_Clare,3,Zone,14,"[9, 7]"
Mount Cashel Lodge,,35361369142,-8.768017,52.765829,Clare,Sixmilebridge,Republic of Ireland,Self Catering Accommodation,1044,Self Catering Accommodation_Clare,5,Sect,48,"[9, 3, 1, 8, 4]"
Doonbeg Holiday Cottages,http://www.doonbegcottages.com,3.53659E+11,-9.573852,52.74591,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation,777,Self Catering Accommodation_Clare,1,Sect,55,"[6, 2, 3, 6, 3]"
Doonbeg Holiday Cottages (Doonbeg),https://www.trumphotels.com/ireland/accommodations/self-catering-accommodation-ireland,3.53659E+11,-9.499873,52.747606,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation,1109,Self Catering Accommodation_Clare,4,Blk,56,"[2, 6, 0]"
Reades Farmhouse B&B,http://www.readesbedandbreakfast.com/,+353(0)51898430,-7.184306,52.396743,Kilkenny,Mullinavat,Republic of Ireland,B&B,823,B&B_Kilkenny,3,Lot,45,"[0, 7]"
Castle Gardens Holiday Homes,https://rentacottage.ie/irish-properties/bunratty-castle-gardens-2,35361411109,-8.81216,52.696853,Clare,Bunratty,Republic of Ireland,Self Catering Accommodation,1101,Self Catering Accommodation_Clare,3,Zone,64,"[4, 1]"
Hilltop B&B,https://hilltopkilkee.ie/,+353(0)659058238,-9.755044,52.632568,Clare,Kilkee,Republic of Ireland,"B&B,Welcome Standard",843,"B&B,Welcome Standard_Clare",2,Blk,51,"[0, 0, 4, 6]"
The Darnley Lodge Hotel,http://www.darnleylodgehotel.ie,+353(0)469432283,-6.9203561,53.62192,Meath,Athboy,Republic of Ireland,Hotel,666,Hotel_Meath,5,Lot,29,"[4, 8]"
Carrickdale Hotel,http://www.carrickdale.com,+353(0)429380900,-6.360965,54.100218,Louth,Dundalk,Republic of Ireland,Hotel,1056,Hotel_Louth,2,Div,22,"[7, 3, 9, 1]"
Caravogue House,https://www.caravoguehouse.ie,+353(0)469490499,-6.7816362,53.558628,Meath,Trim,Republic of Ireland,"B&B,B&B Ireland",618,"B&B,B&B Ireland_Meath",5,Lot,65,"[4, 0, 9, 7]"
The Old Pier Guest Accommodation,http://www.oldpier.com,+353(0)669155242,-10.35486697,52.21225773,Kerry,Ballydavid,Republic of Ireland,"B&B,Welcome Standard",1064,"B&B,Welcome Standard_Kerry",3,Zone,93,"[0, 6]"
Knock House Hotel,http://www.knockhousehotel.ie,+353(0)949388088,-8.914327,53.791039,Mayo,Knock,Republic of Ireland,Hotel,625,Hotel_Mayo,1,Div,75,"[0, 9, 7, 4]"
Green Acres,http://www.selfcatering-mayo.com,+353(0)949365375,-9.065298,53.790923,Mayo,Claremorris,Republic of Ireland,Self Catering Accommodation,724,Self Catering Accommodation_Mayo,5,Blk,64,"[2, 4]"
Carna - Love Connemara Cottages,https://www.loveconnemaracottages.com/carna/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",962,"Self Catering Accommodation,Welcome Standard_Galway",1,Lot,92,"[3, 2]"
Slow Cabins ,https://www.slowcabins.ie/,3.53896E+11,-8.9272568,53.1292949,Galway,Kinvara,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Camping,Glamping",1165,"Self Catering Accommodation,Welcome Standard,Camping,Glamping_Galway",2,Div,90,"[1, 3]"
Castle Haven Castletown,,35350546415,-7.587994,52.870204,Laois,Rathdowney,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",845,"Self Catering Accommodation,Welcome Standard_Laois",5,Zone,51,"[3, 6, 5]"
The Herons Rest Boutique Accommodation,http://www.theheronsrest.com,35391539574,-9.0527315,53.2691145,Galway,Galway City,Republic of Ireland,"B&B,Welcome Standard",672,"B&B,Welcome Standard_Galway",5,Zone,11,"[9, 7]"
Clone Country House,https://clonehouse.com/,3.53893E+11,-6.3054706,52.835798,Wicklow,Aughrim,Republic of Ireland,"B&B,Welcome Standard",739,"B&B,Welcome Standard_Wicklow",5,Zone,63,"[0, 9, 7]"
The Hoban Hotel Kilkenny,https://www.hobanhotelkilkenny.com/,+353(0)567783100,-7.248831,52.634961,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1138,Hotel_Kilkenny,3,Blk,62,"[1, 1, 2]"
The Village Hotel,https://villagehotel.ie/,3.5342E+11,-6.2570143,53.7033122,Meath,Bettystown,Republic of Ireland,Hotel,1036,Hotel_Meath,4,Div,28,"[2, 4]"
Grovemount House,https://www.grovemount-ennistymon.com/,3.53657E+11,-9.303594,52.939705,Clare,Ennistymon,Republic of Ireland,"B&B,Welcome Standard",660,"B&B,Welcome Standard_Clare",2,Blk,85,"[3, 8]"
Ballyvaughan,https://rentacottage.ie/irish-properties/ballyvaughan-holiday-cottages-b,35361411109,-9.142632037,53.11775775,Clare,Ballyvaughan,Republic of Ireland,Self Catering Accommodation,831,Self Catering Accommodation_Clare,4,Blk,87,"[0, 6, 9, 5, 3]"
Strand Hotel (Achill Island),,3539843241,-10.02836746,54.01159271,Mayo,Achill Island - Acaill,Republic of Ireland,Hotel,758,Hotel_Mayo,3,Div,33,"[2, 3, 9]"
Strand Hotel (Ballyliffin),,3.53749E+11,-7.393043843,55.28082672,Donegal,Ballyliffin,Republic of Ireland,Hotel,706,Hotel_Donegal,1,Sect,48,"[4, 1, 9, 1]"
Kiernan's Self Catering & Accommodation,https://www.kiernansselfcatering.com/,3.53878E+11,-7.6310404,53.6214349,Longford,Legan,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1108,"Self Catering Accommodation,Welcome Standard_Longford",3,Div,20,"[3, 2, 1, 3]"
Bayview House,http://www.bayviewhousetralee.com,+353(0)667129974,-9.738322,52.279869,Kerry,Tralee,Republic of Ireland,B&B,971,B&B_Kerry,3,Zone,18,"[4, 0, 2, 1]"
Ballyconneely - Love Connemara Cottages,https://www.loveconnemaracottages.com/ballyconneely/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",707,"Self Catering Accommodation,Welcome Standard_Galway",2,Blk,27,"[9, 9, 9]"
Claddaghduff - Love Connemara Cottages,https://www.loveconnemaracottages.com/claddaghduff/,3539530620,-10.020013,53.487636,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",991,"Self Catering Accommodation,Welcome Standard_Galway",2,Sect,37,"[4, 0]"
Clifden Area - Love Connemara Cottages,https://www.loveconnemaracottages.com/clifden-area/,3539530620,-10.020013,53.487636,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",848,"Self Catering Accommodation,Welcome Standard_Galway",3,Zone,28,"[5, 7, 3]"
Kylemore - Love Connemara Cottages,https://www.loveconnemaracottages.com/kylemore/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",636,"Self Catering Accommodation,Welcome Standard_Galway",1,Sect,16,"[4, 4]"
Leenane - Love Connemara Cottages,https://www.loveconnemaracottages.com/leenane/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",870,"Self Catering Accommodation,Welcome Standard_Galway",1,Sect,45,"[0, 6, 4, 7]"
Letterfrack - Love Connemara Cottages,https://www.loveconnemaracottages.com/letterfrack/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",711,"Self Catering Accommodation,Welcome Standard_Galway",4,Sect,62,"[2, 7, 1, 9, 4]"
Oughterard - Love Connemara Cottages,https://www.loveconnemaracottages.com/oughterard/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",747,"Self Catering Accommodation,Welcome Standard_Galway",2,Zone,33,"[7, 6, 3, 7]"
Moyard - Love Connemara Cottages,https://www.loveconnemaracottages.com/moyard/,3539530620,-10.020013,53.487636,Galway,Moyard,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1128,"Self Catering Accommodation,Welcome Standard_Galway",4,Blk,53,"[6, 6, 4]"
Recess - Love Connemara Cottages,https://www.loveconnemaracottages.com/recess/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1026,"Self Catering Accommodation,Welcome Standard_Galway",3,Zone,27,"[2, 9]"
Renvyle - Love Connemara Cottages  ,https://www.loveconnemaracottages.com/renvyle/,3539530620,-10.0201246,53.4876789,Galway,,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",680,"Self Catering Accommodation,Welcome Standard_Galway",3,Zone,70,"[6, 2, 7, 4]"
Roundstone - Love Connemara Cottages,https://www.loveconnemaracottages.com/roundstone/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1111,"Self Catering Accommodation,Welcome Standard_Galway",3,Zone,65,"[1, 3]"
Clifden Town - Love Connemara Cottages,https://www.loveconnemaracottages.com/,+353(0)9530620,-10.02001468,53.48766795,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",945,"Self Catering Accommodation,Welcome Standard_Galway",3,Sect,96,"[2, 2, 2, 2]"
Ballyheigue House,https://www.ballyheigueguesthouse.com/,3.5388E+11,-9.8003207,52.4029202,Kerry,Ballyheigue,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1125,"Self Catering Accommodation,Welcome Standard_Kerry",5,Sect,6,"[4, 4, 1, 5]"
McCarthy's Guesthouse,http://www.mccarthyslodge.com,3539829142,-9.52603,53.79875,Mayo,Westport,Republic of Ireland,Guesthouse,1048,Guesthouse_Mayo,5,Lot,85,"[7, 4, 3, 3, 0]"
Carrabaun House,www.carrabaunhouse.ie.,+353(0)9826196,-9.521338647,53.78470557,Mayo,Westport,Republic of Ireland,B&B,803,B&B_Mayo,2,Lot,34,"[7, 8]"
Garveys Cottage,http://www.garveysholidaycottage.com,3.53669E+11,-10.395762,52.112061,Kerry,Ventry,Republic of Ireland,Self Catering Accommodation,921,Self Catering Accommodation_Kerry,4,Zone,7,"[6, 9, 4, 2, 2]"
The Western Hotel,,+353(0)949362011,-8.998094684,53.72116174,Mayo,Claremorris,Republic of Ireland,Hotel,919,Hotel_Mayo,5,Sect,69,"[7, 0]"
Ferriter's Cove,https://ferriterscove.com/,+353(0)669156295,-10.44443939,52.17793898,Kerry,Ballyferriter,Republic of Ireland,B&B,1032,B&B_Kerry,1,Div,18,"[7, 3, 7, 1, 4]"
Townsend House,https://www.townsendhouse.ie/,3.53579E+11,-7.9095,53.098816,Offaly,Birr,Republic of Ireland,Guesthouse,749,Guesthouse_Offaly,4,Blk,18,"[1, 0]"
Lettermore,http://www.wicklow-accommodation.com,+353(0)40446506,-6.241372,52.913911,Wicklow,Rathdrum,Republic of Ireland,B&B,800,B&B_Wicklow,3,Div,97,"[7, 8, 9, 9, 9]"
Innisfallen Hotel,https://www.innisfallenhotel.ie/,3.53647E+11,-9.574165,52.070623,Kerry,Killarney,Republic of Ireland,Hotel,747,Hotel_Kerry,5,Div,22,"[7, 7]"
Iveragh Heights,,+353(0)669472545,-10.21354198,51.95060114,Kerry,Cahersiveen,Republic of Ireland,B&B,777,B&B_Kerry,3,Zone,55,"[1, 9]"
Woodpoint,https://woodpointhouse.ie/,+353(0)238846427,-8.690766,51.634704,Cork,Courtmacsherry,Republic of Ireland,B&B,696,B&B_Cork,5,Blk,20,"[3, 0, 3, 0, 6]"
Goleen Harbour,https://goleenharbour.ie/,3.53878E+11,-9.7073324,51.4954494,Cork,Goleen,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",621,"Self Catering Accommodation,Welcome Standard_Cork",1,Sect,13,"[0, 9, 8]"
"Seascape, Fethard-on-Sea",,35351565626,-6.911296779,52.13423712,Wexford,Fethard On Sea,Republic of Ireland,Self Catering Accommodation,1164,Self Catering Accommodation_Wexford,1,Sect,1,"[9, 0, 7, 7, 7]"
Anchor Bay Cottages, ,3.53239E+11,-8.71568,51.635105,Cork,Courtmacsherry,Republic of Ireland,Self Catering Accommodation,644,Self Catering Accommodation_Cork,5,Sect,2,"[3, 9, 0]"
Donegal Town Independent Hostel,,3.5375E+11,-8.125953768,54.65619901,Donegal,Donegal Town,Republic of Ireland,Hostel,1133,Hostel_Donegal,3,Blk,47,"[7, 7, 5, 7]"
John and Margaret's Place,,3.53878E+11,-7.765099456,53.98864179,Leitrim,Ballinamore,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",601,"Self Catering Accommodation,Welcome Standard_Leitrim",3,Sect,43,"[7, 1, 2, 3, 3]"
Allendale,,3.53494E+11,-7.647023,53.974904,Leitrim,Carrigallen,Republic of Ireland,B&B,1067,B&B_Leitrim,1,Lot,4,"[2, 6, 1]"
Killarney Haven Holiday Suites,http://www.killarney-selfcatering.com,3.53647E+11,-9.510621,52.06082,Kerry,Killarney,Republic of Ireland,Self Catering Accommodation,797,Self Catering Accommodation_Kerry,2,Div,35,"[6, 9, 0, 2, 8]"
The Shores Country House,https://theshorescountryhouse.ie/,+353(0)667139196,-10.09304444,52.24025701,Kerry,Castlegregory,Republic of Ireland,B&B,911,B&B_Kerry,5,Lot,28,"[5, 0, 7]"
The Calves Field,https://www.thecalvesfield.com/,3.53877E+11,-8.19628,52.97278,Tipperary,Nenagh,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",769,"Self Catering Accommodation,Welcome Standard_Tipperary",2,Sect,57,"[9, 3, 1]"
Kathleens Country House,https://kathleens.net,3.53647E+11,-9.5166456,52.0811581,Kerry,Killarney,Republic of Ireland,Hotel,894,Hotel_Kerry,3,Div,99,"[4, 4, 9, 3]"
Suitor Cottage,https://www.facebook.com/suitorcottage/?locale=ms_MY,3.53744E+12,-7.8179639,55.2093995,Donegal,Downings,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",871,"Self Catering Accommodation,Welcome Standard_Donegal",2,Blk,69,"[6, 1, 8]"
The Horse and Hound Inn Hotel,,35351428482,-6.837091,52.369398,Wexford,Foulkesmill,Republic of Ireland,Hotel,918,Hotel_Wexford,2,Div,91,"[2, 0]"
Seafield Farmhouse,,3.53239E+11,-8.663329,51.657588,Cork,Kinsale,Republic of Ireland,B&B,836,B&B_Cork,1,Div,20,"[5, 7, 8]"
Castlemorris House,,3.53667E+11,-9.691136659,52.26076821,Kerry,Tralee,Republic of Ireland,"B&B,B&B Ireland,B&Bs,Historic House",922,"B&B,B&B Ireland,B&Bs,Historic House_Kerry",5,Blk,22,"[3, 8, 1, 2, 3]"
Mountain Retreat Annagh More B&B,http://annagh-more.ie/,3.53892E+11,-9.329038112,52.00806206,Kerry,Killarney,Republic of Ireland,"B&B,B&B Ireland",1096,"B&B,B&B Ireland_Kerry",5,Blk,75,"[2, 9, 2, 3]"
Moyvalley Hotel,https://www.moyvalley.com/,3.5347E+11,-6.923069571,53.41901509,Kildare,Moyvalley,Republic of Ireland,Hotel,861,Hotel_Kildare,1,Zone,31,"[4, 4, 9, 4]"
River's Edge,https://riversedgeglengarriff.com/,3.5367E+11,-9.7838816,52.1064848,Kerry,Killorglin,Republic of Ireland,"B&B,B&B Ireland",817,"B&B,B&B Ireland_Kerry",2,Lot,85,"[7, 7]"
Watch House Cottage Number 4,https://www.myhome.ie/holiday-homes/brochure/watch-house-cottage-number-4-watch-house-cottages-valentia-island-county-kerry/3467226,3.5367E+11,-10.28754187,51.92579131,Kerry,Valentia Island,Republic of Ireland,Self Catering Accommodation,679,Self Catering Accommodation_Kerry,3,Zone,46,"[8, 3]"
The Paddocks,,3.53879E+11,-8.8294782,52.6148376,Limerick,Kildimo,Republic of Ireland,B&B,816,B&B_Limerick,2,Sect,20,"[1, 7]"
Castlemartyr Resort,http://www.castlemartyrresort.ie,+353(0)214219000,-8.062864,51.911264,Cork,Castlemartyr,Republic of Ireland,Hotel,675,Hotel_Cork,4,Lot,84,"[4, 7]"
Lydons Lodge Hotel,https://lydonslodge.ie/,3.5395E+11,-9.287611397,53.54184867,Mayo,Cong,Republic of Ireland,Hotel,709,Hotel_Mayo,2,Lot,55,"[4, 9, 3, 8, 2]"
Quality Youghal Holiday Homes,https://www.qualityyoughal.com/holidayhomes.html,3532493050,-7.872633,51.924996,Cork,Youghal,Republic of Ireland,Self Catering Accommodation,1172,Self Catering Accommodation_Cork,1,Div,80,"[7, 7]"
Woodville,http://www.woodvillegalway.com,35391524260,-9.112975,53.26103,Galway,Galway City,Republic of Ireland,B&B,653,B&B_Galway,2,Blk,45,"[9, 1, 6, 7, 6]"
Perrymount Country Home,http://www.perrymountcountryhome.com,35340237418,-6.239306,52.736785,Wexford,Gorey,Republic of Ireland,B&B,889,B&B_Wexford,3,Sect,13,"[0, 6]"
The Oystercatcher Lodge,https://www.oystercatcher-carlingford.com/,3.53429E+11,-6.18700909,54.04012377,Louth,Carlingford,Republic of Ireland,"B&B,Welcome Standard",1101,"B&B,Welcome Standard_Louth",1,Lot,68,"[1, 0, 4, 3, 9]"
Boyne View House,https://boyneview.ie/,3.53469E+11,-6.850796967,53.52201276,Meath,Trim,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1172,"Self Catering Accommodation,Welcome Standard_Meath",5,Blk,13,"[5, 9, 2, 9, 4]"
An Dóilín Hotel,,+353(0)91595169,-9.604739,53.261397,Galway,Carraroe,Republic of Ireland,Hotel,688,Hotel_Galway,1,Lot,66,"[0, 1, 1]"
Coastal Heaven Downings ,,3.53873E+11,-7.8357882,55.1953333,Donegal,Downings,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",698,"Self Catering Accommodation,Welcome Standard_Donegal",1,Sect,42,"[1, 1, 6]"
Gleann Dearg,,3.53873E+11,-9.985232,52.144275,Kerry,Inch,Republic of Ireland,Self Catering Accommodation,823,Self Catering Accommodation_Kerry,3,Div,79,"[0, 5, 9, 4, 1]"
Saltees Coast Hotel,https://www.facebook.com/profile.php?id=100083218394261,3.53539E+11,-6.5844975,52.1782108,Wexford,Kilmore Quay,Republic of Ireland,Hotel,933,Hotel_Wexford,3,Blk,87,"[9, 4]"
Arnold's Hotel,http://www.arnoldshotel.com,+353(0)749136208,-7.969796572,55.18343359,Donegal,Dunfanaghy,Republic of Ireland,Hotel,1176,Hotel_Donegal,2,Zone,41,"[8, 8]"
Grangeview House,http://www.grangeviewhouse.ie,+353(0)4787358,-6.973863,54.390237,Monaghan,Emyvale,Republic of Ireland,B&B,724,B&B_Monaghan,2,Zone,88,"[0, 0, 2, 1]"
Danny Minnies,http://www.dannyminnies.ie,+353(0)749548201,-8.314756025,55.02136878,Donegal,Annagry,Republic of Ireland,"B&B,Welcome Standard",698,"B&B,Welcome Standard_Donegal",1,Div,11,"[3, 7, 1, 7]"
Quinlan & Cooke Boutique Townhouse,https://www.facebook.com/QCsTownhouse/,+353(0)669472244,-10.22702605,51.94587038,Kerry,Cahersiveen,Republic of Ireland,"B&B,Welcome Standard",752,"B&B,Welcome Standard_Kerry",4,Zone,11,"[1, 6, 5, 0, 2]"
The Wicklow Escape,https://www.thewicklowescape.com/,3.53834E+11,-6.57359255,53.00194741,Wicklow,Donard,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1125,"Self Catering Accommodation,Welcome Standard_Wicklow",2,Sect,99,"[8, 3, 1, 2, 8]"
Kilmokea Country Manor,http://www.kilmokea.com/,+353(0)51388109,-6.992583794,52.29618039,Wexford,Campile,Republic of Ireland,"B&B,B&Bs,Historic House",618,"B&B,B&Bs,Historic House_Wexford",1,Zone,57,"[4, 0, 7, 4]"
Elthorne House,,+353(0)863626479,-8.441705704,54.78518393,Donegal,Ardara,Republic of Ireland,Self Catering Accommodation,828,Self Catering Accommodation_Donegal,2,Div,45,"[8, 5, 9, 5]"
Gort na gCapall Cottage,,3536724549,-8.256160154,52.91160298,Tipperary,Dromineer,Republic of Ireland,Self Catering Accommodation,671,Self Catering Accommodation_Tipperary,5,Sect,16,"[9, 6, 7]"
Shamrock Lodge Hotel,https://www.facebook.com/ShamrockLodgeHotel,3.53906E+11,-7.9504638,53.4215227,Westmeath,Athlone,Republic of Ireland,Hotel,694,Hotel_Westmeath,2,Blk,29,"[6, 5]"
Dergfield House,https://www.bandbireland.com/accommodation/28233/dergfield-house,3.53749E+11,-7.8009562,54.7941172,Donegal,Ballybofey,Republic of Ireland,"B&B,B&B Ireland",1151,"B&B,B&B Ireland_Donegal",5,Sect,68,"[2, 9]"
Marlfield House,https://marlfieldhouse.com/accommodation/pond-suites/,3.53539E+11,-6.2752582,52.6686202,Wexford,Gorey,Republic of Ireland,"B&B,Welcome Standard",600,"B&B,Welcome Standard_Wexford",2,Zone,82,"[7, 1, 2, 9]"
The Haggard - Self Catering Accommodation,https://haggardselfcatering.ie/,3.53868E+11,-6.7448654,54.1305173,Monaghan,Castleblayney,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",793,"Self Catering Accommodation,Welcome Standard_Monaghan",1,Zone,91,"[8, 8, 3]"
Cashel Palace Hotel,https://www.cashelpalacehotel.ie/,3536262002,-7.8890653,52.5171722,Tipperary,Cashel,Republic of Ireland,Hotel,1150,Hotel_Tipperary,2,Sect,41,"[7, 1, 0, 1, 7]"
"The Gleneagle Hotel, Killarney",http://www.gleneaglehotel.com,3.53647E+11,-9.502100737,52.04438193,Kerry,Killarney,Republic of Ireland,Hotel,965,Hotel_Kerry,2,Lot,46,"[2, 4]"
Carlow Guesthouse,,+353(0)599136033,-6.9175616,52.8407236,Carlow,Carlow Town,Republic of Ireland,Guesthouse,643,Guesthouse_Carlow,1,Div,17,"[3, 6]"
Tankardstown Cottage Suites,https://www.tankardstown.ie/courtyard-cottage-suites.html,3.5342E+11,-6.6109475,53.7409475,Meath,Slane,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",879,"Self Catering Accommodation,Welcome Standard_Meath",3,Blk,9,"[4, 7, 5, 4, 5]"
The Stables Birr,https://thestablesbirr.com,3.53879E+11,-7.9129738,53.0980453,Offaly,Birr,Republic of Ireland,"B&B,Welcome Standard",1183,"B&B,Welcome Standard_Offaly",2,Blk,44,"[0, 5, 0, 8, 6]"
The Ritz Bar,https://theritzlisdoonvarna.com/,3.53657E+11,-9.2891726,53.0293195,Clare,Lisdoonvarna,Republic of Ireland,"B&B,Welcome Standard",840,"B&B,Welcome Standard_Clare",4,Sect,58,"[6, 4]"
Edmondstown House,https://edmondstown-house.inn.fan/index.php,3.53852E+11,-8.5442322,53.9205519,Roscommon,Ballaghaderreen,Republic of Ireland,"B&B,Welcome Standard",917,"B&B,Welcome Standard_Roscommon",3,Zone,11,"[9, 3]"
Boat House,https://www.facebook.com/woodquay,3.53874E+11,-6.1858698,54.0415418,Louth,Carlingford,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",919,"Self Catering Accommodation,Welcome Standard_Louth",3,Lot,41,"[6, 3]"
Wood Quay Boat House,https://www.facebook.com/woodquay,3.53874E+11,-6.1858698,54.0415418,Louth,Carlingford,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",996,"Self Catering Accommodation,Welcome Standard_Louth",3,Sect,64,"[1, 8, 4, 4]"
The Leitrim Inn & Blueway Lodge,https://www.bluewaylodge.ie/rooms/,3.5372E+11,-8.0655932,53.9909007,Leitrim,Leitrim Village,Republic of Ireland,"B&B,Welcome Standard",712,"B&B,Welcome Standard_Leitrim",1,Lot,81,"[5, 0, 5, 6, 3]"
Ross Castle Historic Accommodation ,https://www.ross-castle.com/accommodation/booking/main-castle,3.53871E+11,-7.29196,53.796569,Meath,Mountnugent,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",1104,"Self Catering Accommodation,Welcome Standard_Meath",4,Sect,93,"[0, 8]"
Achill Stone Cottage,https://achill-stone-cottage-no2-slievemore-holiday.business.site/,35312803040,-10.036232,54.000684,Mayo,Achill Island - Acaill,Republic of Ireland,Self Catering Accommodation,1194,Self Catering Accommodation_Mayo,1,Blk,34,"[5, 8]"
Inch Beach Cottages,https://www.inchbeach.com/beach-cottages/,3.53669E+11,-9.9838495,52.1435822,Kerry,Inch,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",685,"Self Catering Accommodation,Welcome Standard_Kerry",4,Sect,39,"[2, 7, 6]"
